timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528715932209,1254,POST - configureStorage_${testCaseId},200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,350,1,1,1253,0,948
1528715932208,1254,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,350,1,1,1253,37,948
1528715973806,692,POST - configureStorage_${testCaseId},200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,347,1,1,692,0,386
1528715973806,692,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,347,1,1,692,17,386
1528716069319,860,POST - Data Field_TC-463,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,425,451,1,1,860,0,553
1528716069319,860,[TC] - data-feed-configurator-controller_TC-463,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,425,451,1,1,860,24,553
1528716070203,590,POST - Data Field_TC-464,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '500', but found '0'",496,453,1,1,590,0,0
1528716070203,590,[TC] - data-feed-configurator-controller_TC-464,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,496,453,1,1,590,1,0
1528716070795,305,POST - Data Field_TC-465,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '500', but found '0'",496,452,1,1,305,0,0
1528716070795,305,[TC] - data-feed-configurator-controller_TC-465,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,496,452,1,1,305,1,0
1528716071102,305,POST - Data Field_TC-466,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '500', but found '0'",496,452,1,1,305,0,0
1528716071102,305,[TC] - data-feed-configurator-controller_TC-466,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,496,452,1,1,305,3,0
1528716071411,583,POST - Data Field_TC-467,200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,453,1,1,583,0,303
1528716071410,583,[TC] - data-feed-configurator-controller_TC-467,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,453,1,1,583,3,303
1528716242321,904,POST - configureStorage_${testCaseId},200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,347,1,1,904,0,596
1528716242321,904,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,347,1,1,904,26,596
1528716278478,668,POST - configureStorage_${testCaseId},200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,349,1,1,668,0,358
1528716278478,668,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,349,1,1,668,37,358
1528716430643,863,POST - configureStorage_${testCaseId},200,OK,[TG] - data-feed-configurator-controller 1-1,,false,javax.script.ScriptException: java.lang.IllegalArgumentException: Text must not be null or empty,209,351,1,1,863,0,576
1528716430642,863,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,209,351,1,1,863,15,576
1528718075589,729,POST - configureStorage_${testCaseId},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '${expectedError}', but found '0'",1047,1416,1,1,729,0,421
1528718075589,729,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1047,1416,1,1,729,16,421
1528718222901,775,POST - configureStorage_TC-497,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,1047,1416,1,1,775,0,468
1528718222900,775,[TC] - data-feed-configurator-controller_TC-497,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,1047,1416,1,1,775,27,468
