timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1527683528193,612,PUT- updateDataMapField_TC-378,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,436,1,1,612,0,346
1527683528192,612,[TC] -data-map-controller_TC-378,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,436,1,1,612,2,346
1527683528808,264,PUT- updateDataMapField_TC-379,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,436,1,1,264,0,0
1527683528808,264,[TC] -data-map-controller_TC-379,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,436,1,1,264,1,0
1527683529075,264,PUT- updateDataMapField_TC-380,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,436,1,1,264,0,0
1527683529075,264,[TC] -data-map-controller_TC-380,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,436,1,1,264,1,0
1527683529340,267,PUT- updateDataMapField_TC-381,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,436,1,1,267,0,0
1527683529340,267,[TC] -data-map-controller_TC-381,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,436,1,1,267,1,0
1527683855730,710,PUT- updateDataMapField_TC-378,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,444,1,1,710,0,421
1527683855729,710,[TC] -data-map-controller_TC-378,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,444,1,1,710,2,421
1527683856442,265,PUT- updateDataMapField_TC-379,200,OK,[TG] - data-map-controller 1-1,text,true,,1498,443,1,1,265,0,0
1527683856441,265,[TC] -data-map-controller_TC-379,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-map-controller 1-1,,true,,1498,443,1,1,265,2,0
