timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528197124990,0,DELETE - TimestampFormat_44,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=1,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=1

JSON RESPONSE: null

REQUEST HEADERS: 

",1175,0,1,1,0,0,0
1528197124989,0,[TC] - data-feed-configurator-controller_44,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1175,0,1,1,0,41,0
1528197400252,0,DELETE - TimestampFormat_44,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=1,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=1

JSON RESPONSE: null

REQUEST HEADERS: 

",1175,0,1,1,0,0,0
1528197400251,0,[TC] - data-feed-configurator-controller_44,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1175,0,1,1,0,21,0
1528197480458,0,DELETE - TimestampFormat_${testCaseId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id},[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id}

JSON RESPONSE: null

REQUEST HEADERS: 

",1179,0,1,1,0,0,0
1528197480458,0,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1179,0,1,1,0,14,0
1528197556010,0,DELETE - TimestampFormat_${testCaseId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id},[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id}

JSON RESPONSE: null

REQUEST HEADERS: 

",1179,0,1,1,0,0,0
1528197556010,0,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1179,0,1,1,0,24,0
1528197686224,0,DELETE - TimestampFormat_${testCaseId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id},[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id}

JSON RESPONSE: null

REQUEST HEADERS: 

",1179,0,1,1,0,0,0
1528197686223,0,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1179,0,1,1,0,19,0
1528198045536,0,DELETE - TimestampFormat_${testCaseId},Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 143: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id},[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=${timestampBinId}&id=${id}

JSON RESPONSE: null

REQUEST HEADERS: 

",1179,0,1,1,0,0,0
1528198045536,0,[TC] - data-feed-configurator-controller_${testCaseId},,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1179,0,1,1,0,19,0
1528198567056,593,DELETE - TimestampFormat_TC-426,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '0', but found '500'",442,369,1,1,593,0,329
1528198567056,593,[TC] - data-feed-configurator-controller_TC-426,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,442,369,1,1,593,34,329
1528198613138,519,DELETE - TimestampFormat_TC-426,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '0', but found '500'",443,369,1,1,519,0,253
1528198613137,519,[TC] - data-feed-configurator-controller_TC-426,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,443,369,1,1,519,29,253
1528198613686,264,DELETE - TimestampFormat_TC-427,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '0', but found '500'",442,374,1,1,264,0,0
1528198613685,264,[TC] - data-feed-configurator-controller_TC-427,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,442,374,1,1,264,3,0
1528198613952,264,DELETE - TimestampFormat_TC-431,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '0', but found '500'",446,373,1,1,263,0,0
1528198613952,264,[TC] - data-feed-configurator-controller_TC-431,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,446,373,1,1,263,2,0
1528198614219,264,DELETE - TimestampFormat_TC-433,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,false,"Value expected to be '0', but found '500'",446,379,1,1,264,0,0
1528198614219,264,[TC] - data-feed-configurator-controller_TC-433,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,446,379,1,1,264,2,0
1528198636451,521,DELETE - TimestampFormat_TC-426,200,OK,[TG] - data-feed-configurator-controller 1-1,text,true,,442,369,1,1,521,0,253
1528198636450,521,[TC] - data-feed-configurator-controller_TC-426,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,442,369,1,1,521,2,253
1528198636973,264,DELETE - TimestampFormat_TC-427,200,OK,[TG] - data-feed-configurator-controller 1-1,text,true,,442,374,1,1,264,0,0
1528198636973,264,[TC] - data-feed-configurator-controller_TC-427,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,442,374,1,1,264,1,0
1528198637239,264,DELETE - TimestampFormat_TC-431,200,OK,[TG] - data-feed-configurator-controller 1-1,text,true,,446,373,1,1,264,0,0
1528198637238,264,[TC] - data-feed-configurator-controller_TC-431,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,446,373,1,1,264,1,0
1528198637505,275,DELETE - TimestampFormat_TC-433,200,OK,[TG] - data-feed-configurator-controller 1-1,text,true,,447,379,1,1,275,0,0
1528198637504,275,[TC] - data-feed-configurator-controller_TC-433,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,447,379,1,1,275,1,0
1528198983364,604,GET - TimestampFormatr_TC-436,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,427,347,1,1,603,0,335
1528198983364,604,[TC] - data-feed-configurator-controller_TC-436,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,427,347,1,1,603,21,335
1528199102374,590,GET - TimestampFormatr_TC-436,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,426,347,1,1,590,0,328
1528199102373,590,[TC] - data-feed-configurator-controller_TC-436,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,426,347,1,1,590,20,328
1528199102984,262,GET - TimestampFormatr_TC-437,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,352,350,1,1,262,0,0
1528199102983,262,[TC] - data-feed-configurator-controller_TC-437,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,352,350,1,1,262,4,0
1528199103251,261,GET - TimestampFormatr_TC-438,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,352,349,1,1,260,0,0
1528199103250,261,[TC] - data-feed-configurator-controller_TC-438,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,352,349,1,1,260,3,0
1528199103516,0,GET - TimestampFormatr_TC-439,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 146: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=1432 &id=4232,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.URISyntaxException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormat?timestampBinId=1432 &id=4232

JSON RESPONSE: null

REQUEST HEADERS: 

",1166,0,1,1,0,0,0
1528199103515,0,[TC] - data-feed-configurator-controller_TC-439,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,1166,0,1,1,0,6,0
1528199198095,599,GET - TimestampFormatr_TC-436,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,426,347,1,1,599,0,334
1528199198094,599,[TC] - data-feed-configurator-controller_TC-436,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,426,347,1,1,599,22,334
1528199198717,264,GET - TimestampFormatr_TC-437,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,352,350,1,1,263,0,0
1528199198716,264,[TC] - data-feed-configurator-controller_TC-437,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,352,350,1,1,263,3,0
1528199198983,264,GET - TimestampFormatr_TC-438,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,352,349,1,1,263,0,0
1528199198983,264,[TC] - data-feed-configurator-controller_TC-438,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,352,349,1,1,263,4,0
1528199199252,264,GET - TimestampFormatr_TC-439,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - data-feed-configurator-controller 1-1,text,true,,352,352,1,1,264,0,0
1528199199251,264,[TC] - data-feed-configurator-controller_TC-439,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - data-feed-configurator-controller 1-1,,true,,352,352,1,1,264,3,0
1528199805544,588,POST - TimestampFormat_TC-436,404,Not Found,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [404]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormats

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
Content-Type: application/json
Content-Length: 169
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_161)


",322,516,1,1,588,0,333
1528199805543,588,[TC] - data-feed-configurator-controller_TC-436,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,322,516,1,1,588,22,333
1528199806155,251,POST - TimestampFormat_TC-436,404,Not Found,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [404]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormats

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
Content-Type: application/json
Content-Length: 169
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_161)


",322,516,1,1,251,0,0
1528199806154,251,[TC] - data-feed-configurator-controller_TC-436,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,322,516,1,1,251,2,0
1528199806408,251,POST - TimestampFormat_TC-436,404,Not Found,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [404]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormats

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
Content-Type: application/json
Content-Length: 169
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_161)


",322,516,1,1,251,0,0
1528199806408,251,[TC] - data-feed-configurator-controller_TC-436,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,322,516,1,1,251,1,0
1528199806661,251,POST - TimestampFormat_TC-436,404,Not Found,[TG] - data-feed-configurator-controller 1-1,text,false,"Expected <response code> [200] but we got instead [404]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/dataFeedConfigurator/timestampFormats

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
Content-Type: application/json
Content-Length: 169
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_161)


",322,516,1,1,251,0,0
1528199806660,251,[TC] - data-feed-configurator-controller_TC-436,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - data-feed-configurator-controller 1-1,,false,,322,516,1,1,251,2,0
