timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1526382637019,664,GET - filterDefinitions_TC-30,404,Not Found,[TG] - r-search-data-controller-controller 1-1,text,false,"Expected <response code> [200] but we got instead [404]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/DataDictionary/v2/rsearch/filterDefinitions

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
Content-Type: application/json
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_161)


",251,313,1,1,664,0,405
1526382637019,664,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,251,313,1,1,664,84,405
1526382875234,1282,GET - filterDefinitions_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,true,,80591,266,1,1,533,0,252
1526382875234,1282,[TC] -r-search-data-controller_TC-30,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - r-search-data-controller-controller 1-1,,true,,80591,266,1,1,533,58,252
1526383095149,1300,GET - filterDefinitions_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,true,,80591,266,1,1,545,0,257
1526383095149,1300,[TC] -r-search-data-controller_TC-30,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - r-search-data-controller-controller 1-1,,true,,80591,266,1,1,545,41,257
1526383378041,532,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,532,0,257
1526383378041,532,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,532,30,257
1526383908531,524,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,true,,488,927,1,1,524,0,253
1526383908531,524,[TC] -r-search-data-controller_TC-30,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - r-search-data-controller-controller 1-1,,true,,488,927,1,1,524,40,253
1526383945735,523,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,523,0,250
1526383945735,523,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,523,39,250
1526384632715,507,GET-selectForProcessings_1,200,OK,[TG] - r-search-data-controller-controller 1-1,,true,,209,279,1,1,507,0,251
1526384632715,507,[TC] -r-search-data-controller_1,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - r-search-data-controller-controller 1-1,,true,,209,279,1,1,507,1,251
1526384801977,0,GET-selectForProcessings_1,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 100: http://172.16.1.200:8080/DataDictionary/v2/rsearch/filterTerm/selectForProcessing?evaluationWindow=${evaluationWindow}&expirationWindow=${expirationWindow},[TG] - r-search-data-controller-controller 1-1,text,false,,1166,0,1,1,0,0,0
1526384801976,0,[TC] -r-search-data-controller_1,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,1166,0,1,1,0,2,0
1526384925152,0,GET-selectForProcessings_1,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 101: http://172.16.1.200:8080/DataDictionary/v2/rsearch/filterTerm/selectForProcessing/?evaluationWindow=${evaluationWindow}&expirationWindow=${expirationWindow},[TG] - r-search-data-controller-controller 1-1,text,false,,1167,0,1,1,0,0,0
1526384925152,0,[TC] -r-search-data-controller_1,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,1167,0,1,1,0,1,0
1526385089875,0,GET-selectForProcessings_1,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 100: http://172.16.1.200:8080/DataDictionary/v2/rsearch/filterTerm/selectForProcessing?evaluationWindow=${evaluationWindow}&expirationWindow=${expirationWindow},[TG] - r-search-data-controller-controller 1-1,text,false,,1166,0,1,1,0,0,0
1526385089875,0,[TC] -r-search-data-controller_1,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,1166,0,1,1,0,1,0
1526385823263,517,GET-selectForProcessings_TC-30,200,OK,[TG] - r-search-data-controller-controller 1-1,text,true,,412,317,1,1,516,0,249
1526385823262,517,[TC] -r-search-data-controller_TC-30,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - r-search-data-controller-controller 1-1,,true,,412,317,1,1,516,2,249
1526385856658,521,GET-selectForProcessings_TC-30,200,OK,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",412,317,1,1,521,0,254
1526385856657,521,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,412,317,1,1,521,2,254
1526386115071,528,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,528,0,253
1526386115070,528,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,528,39,253
1526386284134,520,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,520,0,250
1526386284133,520,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,520,32,250
1526386447892,532,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,532,0,258
1526386447891,532,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,532,37,258
1526386499774,529,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,529,0,259
1526386499773,529,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,529,33,259
1526386594299,519,POST-mergeTerms_TC-30,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - r-search-data-controller-controller 1-1,text,false,"Value expected to be '0', but found '500'",488,927,1,1,519,0,250
1526386594298,519,[TC] -r-search-data-controller_TC-30,,"Number of samples in transaction : 1, number of failing samples : 1",[TG] - r-search-data-controller-controller 1-1,,false,,488,927,1,1,519,24,250
