timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount
1525864707848,594,CRUD_GET - Contents of the file with/without optional parameter_TC-75,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=,594,1,0
1525864707847,594,[TC] - CRUD_TC-75,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,594,1,0
1525864708513,293,CRUD_GET - Contents of the file with/without optional parameter_TC-76,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=5e6f8566b85b6207751953c5c843bdd36483ba28,293,1,0
1525864708512,293,[TC] - CRUD_TC-76,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,293,1,0
1525864708813,284,CRUD_GET - Contents of the file with/without optional parameter_TC-77,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test/test.txt?refId=,284,1,0
1525864708813,284,[TC] - CRUD_TC-77,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,284,1,0
1525864709102,291,CRUD_GET - Contents of the file with/without optional parameter_TC-78,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/test.txt?refId=,291,1,0
1525864709102,291,[TC] - CRUD_TC-78,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,291,1,0
1525864709400,291,CRUD_GET - Contents of the file with/without optional parameter_TC-79_01,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=29b9b81b335b2968289388d2d92ad5859605dc7e,291,1,0
1525864709400,291,[TC] - CRUD_TC-79_01,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,291,1,0
1525864709697,288,CRUD_GET - Contents of the file with/without optional parameter_TC-79_02,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=29,288,1,0
1525864709697,288,[TC] - CRUD_TC-79_02,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,288,1,0
1525864709990,555,CRUD_GET - Contents of the file with/without optional parameter_TC-79_03,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=2,555,1,0
1525864709989,555,[TC] - CRUD_TC-79_03,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,555,1,0
1525866901125,568,CRUD_GET - Contents of the file with/without optional parameter_TC-75,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - CRUD 1-1,text,true,,1,1,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/files/damsl-test-stats/porcelain/file1.txt?refId=,568,1,0
1525866901124,568,[TC] - CRUD_TC-75,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG] - CRUD 1-1,,true,,1,1,null,568,1,0
